frame,id,score,x,y,x2,y2
108,sports ball,0.9083498,106,55,153,103
109,sports ball,0.9742706,47,142,93,190
109,sports ball,0.9567187,106,55,153,103
109,sports ball,0.95544094,126,306,173,354
109,sports ball,0.92083925,33,86,82,135
110,sports ball,0.9630849,107,55,154,102
110,sports ball,0.90152705,47,143,94,191
110,sports ball,0.8492887,128,309,175,356
110,sports ball,0.76526684,31,87,81,135
111,sports ball,0.96521753,107,55,154,102
111,sports ball,0.9197459,47,143,94,191
111,sports ball,0.8366862,31,88,81,136
112,sports ball,0.96137494,107,55,154,102
112,sports ball,0.8371439,129,314,179,361
112,sports ball,0.83234197,31,90,81,137
112,sports ball,0.7655704,46,144,93,193
113,sports ball,0.93194866,108,55,155,102
113,sports ball,0.8398537,46,145,93,193
113,sports ball,0.8143265,131,316,180,363
113,sports ball,0.7177277,31,91,81,138
114,sports ball,0.9392375,108,55,155,102
114,sports ball,0.85772395,46,145,93,193
114,sports ball,0.8258079,131,317,180,365
114,sports ball,0.77571386,31,91,81,139
115,sports ball,0.9436373,108,55,155,102
115,sports ball,0.85074306,46,146,93,195
115,sports ball,0.8433078,31,93,80,139
115,sports ball,0.7624092,131,319,180,366
116,sports ball,0.9175759,108,53,155,100
116,sports ball,0.9134533,133,321,180,369
116,sports ball,0.81328744,30,93,80,140
117,sports ball,0.9774024,136,323,183,371
117,sports ball,0.91222477,108,53,155,100
118,sports ball,0.90467256,108,53,155,100
118,sports ball,0.75374866,138,327,186,375
119,sports ball,0.86283034,108,53,156,100
119,sports ball,0.75729775,138,329,186,377
